Gene	sgRNA	ATRT_common|beta	ATRT_common|z	ATRT_common|p-value	ATRT_common|fdr	ATRT_common|wald-p-value	ATRT_common|wald-fdr
C1QB	4	0.37166	1.3919	0.64483	0.91644	0.16394	0.47241
GLRX2	4	-0.77777	-3.1947	0.0027731	0.05	0.0013998	0.047945
SOCS5	4	0.4031	1.0927	0.54678	0.88466	0.27454	0.50994
ARHGAP44	4	0.29314	1.3193	0.90791	0.98342	0.18707	0.47331
KEL	4	0.25149	1.4218	0.95736	0.9937	0.15509	0.47241
SUOX	4	0.054128	0.20068	0.42193	0.8206	0.84095	0.89906
MROH5	4	0.39224	1.5003	0.57953	0.89619	0.13355	0.47241
PPP1R14B	4	0.0034669	0.018535	0.3265	0.75326	0.98521	0.99195
SCN11A	4	0.066469	0.58278	0.45019	0.83861	0.56004	0.69696
TAS2R20	4	0.46574	1.6757	0.36788	0.78595	0.093798	0.47241
CCRL2	3	0.27072	1.282	0.99838	0.99958	0.19984	0.47797
CCDC126	4	-0.063205	-0.4608	0.23033	0.66395	0.64494	0.75914
FLRT3	4	-0.17944	-1.1277	0.12045	0.50427	0.25945	0.50082
NOL11	4	-0.27384	-1.1217	0.071159	0.39778	0.262	0.50195
LOC388813	4	0.099478	0.46168	0.52365	0.8734	0.64431	0.75881
CLN8	4	0.21729	1.1783	0.84559	0.96883	0.23867	0.4908
C15orf32	4	0.37466	1.0778	0.63458	0.91312	0.28114	0.51373
CXCR6	4	0.5906	1.4811	0.13149	0.5285	0.13857	0.47241
FUS	4	-0.4791	-1.7744	0.021505	0.20386	0.075989	0.47241
LRRC56	4	0.12247	0.57289	0.58126	0.8966	0.56672	0.702
VNN1	4	0.31074	1.5049	0.84774	0.96935	0.13234	0.47241
SH3GL2	4	-0.057194	-0.26858	0.23797	0.67253	0.78825	0.8608
ZNF512B	4	0.050697	0.12502	0.41429	0.81545	0.90051	0.93803
MSMB	4	-0.28243	-1.7074	0.068386	0.3922	0.087747	0.47241
SEC23B	4	0.44823	1.9447	0.41204	0.8138	0.051814	0.47241
SHROOM4	4	0.70157	0.9041	0.042382	0.30589	0.36594	0.56617
MYOCD	4	-0.18833	-1.0871	0.11438	0.49245	0.277	0.51111
ESRP1	4	0.49894	1.4137	0.28898	0.72414	0.15744	0.47241
TMEM186	4	0.27844	0.98776	0.95553	0.9931	0.32327	0.53884
CCDC179	4	0.092661	0.55543	0.50691	0.86585	0.5786	0.71004
ZNF398	4	0.27017	1.3575	0.9819	0.99734	0.17463	0.47241
EIF2AK1	4	0.0042568	0.022243	0.32754	0.75394	0.98225	0.99018
BEST1	4	0.37648	0.85866	0.62866	0.91085	0.39053	0.5823
RNF144B	4	0.30395	0.67653	0.87034	0.97361	0.4987	0.65449
PIBF1	4	-0.122	-0.50832	0.16869	0.58821	0.61123	0.73361
CENPM	4	-1.0842	-2.7684	5.2323e-05	0.0020243	0.005634	0.12638
NPFFR2	4	0.2868	1.5723	0.93025	0.98844	0.11589	0.47241
FAM134B	4	0.40188	0.70663	0.55023	0.88519	0.4798	0.64046
ATP6V0E1	4	0.36721	1.0749	0.65896	0.91891	0.2824	0.51428
SMR3B	4	0.41791	1.0019	0.4977	0.86234	0.31638	0.53529
HIVEP3	2	0.66958	0.97966	0.17811	0.60276	0.32726	0.54166
PLAC1	4	-0.20924	-1.1136	0.10213	0.47002	0.26544	0.50489
MAMDC4	4	0.46588	1.1329	0.3672	0.78527	0.25726	0.49928
TNFRSF4	4	0.59345	1.3705	0.12887	0.52315	0.17053	0.47241
B3GALT2	4	0.24705	1.3194	0.94145	0.99029	0.18702	0.47331
CCDC144NL	4	-0.25892	-1.1525	0.0777	0.41566	0.24913	0.49516
BCL2A1	4	-0.1086	-0.6744	0.18172	0.60781	0.50006	0.65545
GTF2I	4	0.087625	0.32571	0.49592	0.86102	0.74464	0.83003
C8orf88	4	-0.22998	-1.0572	0.090781	0.4451	0.29042	0.5193
G6PC2	4	0.011237	0.060832	0.34031	0.76617	0.95149	0.97017
DRAM2	4	-0.60113	-2.5421	0.0097844	0.12214	0.01102	0.19701
CDK6	4	-0.5005	-1.2441	0.018418	0.18468	0.21346	0.48265
AGXT2	4	0.062747	0.4236	0.44197	0.8332	0.67186	0.77854
TEPP	4	0.5018	1.8472	0.28323	0.7202	0.064722	0.47241
ADCY6	4	0.2048	0.82572	0.80703	0.96141	0.40896	0.59357
MOCS2	4	0.51372	1.5352	0.25769	0.69278	0.12473	0.47241
C1orf185	4	0.13601	0.85824	0.61689	0.90621	0.39076	0.58243
DCN	4	0.22775	0.99444	0.87835	0.97606	0.32001	0.53719
SPINK1	4	0.5431	1.6217	0.20317	0.6334	0.10487	0.47241
ERG	4	0.080441	0.72166	0.48043	0.85509	0.4705	0.63366
MPRIP	4	0.18414	0.77043	0.74895	0.94632	0.44105	0.61362
FAM24A	4	0.65487	0.75751	0.06802	0.39192	0.44874	0.61861
CCDC50	4	0.2803	0.98954	0.94967	0.99154	0.3224	0.53823
TMEM109	4	0.30569	1.5	0.86516	0.97267	0.13361	0.47241
HOOK3	4	-0.0076093	-0.054604	0.31012	0.74282	0.95645	0.97331
RHOBTB1	4	-0.19903	-1.2258	0.10763	0.47893	0.22026	0.48347
PHACTR2	4	0.25437	1.0108	0.96704	0.99501	0.31211	0.53236
ANKRD20A3	4	-0.23675	-1.2113	0.087537	0.43876	0.22578	0.48512
ZKSCAN7	4	0.33126	1.2983	0.78009	0.95508	0.1942	0.47675
PCDH18	4	0.26579	1.0037	0.99686	0.99958	0.31552	0.53442
OR1D5	4	0.46111	1.5472	0.37992	0.79614	0.12182	0.47241
PDIA6	4	0.44871	1.2614	0.41105	0.81363	0.20717	0.48023
SATB2	4	0.1509	0.97266	0.65639	0.91854	0.33072	0.54388
EIF2B3	4	-1.194	-3.7258	0	0	0.00019472	0.014768
DEPDC1	4	0.44149	1.6342	0.43104	0.82631	0.10221	0.47241
ZNF721	4	0.46809	0.69756	0.36155	0.77959	0.48545	0.64452
FBXL12	4	0.38634	0.9153	0.59753	0.90028	0.36003	0.56281
TNFRSF10C	4	0.20997	0.66706	0.82273	0.96342	0.50474	0.65842
GTF2H2C	4	-1.1853	-3.4196	0	0	0.00062711	0.02895
LRG1	4	0.11585	0.75684	0.56446	0.88907	0.44915	0.61903
SAA2-SAA4	4	0.38503	1.7839	0.60145	0.90136	0.074443	0.47241
NFKBID	4	0.053124	0.32566	0.42021	0.8206	0.74468	0.83003
TAOK3	4	-0.2933	-1.383	0.06441	0.38313	0.16666	0.47241
ATP5I	4	-1.0665	-3.2352	0.00010465	0.0037037	0.0012157	0.043613
TIGD6	4	0.030189	0.099637	0.37364	0.79002	0.92063	0.95052
DRG1	4	0.3542	0.95525	0.70155	0.93261	0.33945	0.54992
RUNDC1	4	0.069503	0.36033	0.45704	0.84233	0.7186	0.81179
LOC389895	4	0.41683	1.7962	0.50147	0.86398	0.072464	0.47241
CEBPD	4	0.45285	1.7419	0.40168	0.80881	0.081518	0.47241
ATP2B3	4	-0.039691	-0.24004	0.26141	0.69678	0.8103	0.87697
SLC17A7	4	0.17054	1.1756	0.71055	0.93681	0.23977	0.4911
PCGF3	4	0.00098909	0.0062674	0.32242	0.74973	0.995	0.99709
LZTFL1	4	0.034734	0.22474	0.3829	0.79797	0.82218	0.88487
HDAC9	4	0.12026	0.79292	0.5755	0.89336	0.42782	0.60536
DIMT1	4	-0.18822	-0.35531	0.11448	0.49246	0.72236	0.81469
GPR65	4	0.1143	0.55528	0.56049	0.88857	0.5787	0.71012
EPS15	4	0.33187	1.2887	0.77862	0.95508	0.19749	0.47785
SPINK9	4	-0.13421	-0.94409	0.15728	0.56964	0.34512	0.55299
BARX1	4	0.61592	1.6763	0.1024	0.47043	0.093684	0.47241
GOT2	4	0.22944	0.74085	0.88348	0.97748	0.45878	0.62625
MPC1L	4	0.52483	1.4075	0.23535	0.67014	0.15927	0.47241
GNG7	4	0.26359	1.3474	0.99623	0.99958	0.17786	0.47241
PCYT1B	4	0.52567	1.6602	0.23388	0.66976	0.096879	0.47241
SH3YL1	4	0.13665	0.63587	0.61835	0.90696	0.52486	0.67287
PCDHGC3	4	0.33465	1.1741	0.76994	0.95324	0.24036	0.49112
CHD6	4	0.27433	1.3377	0.96882	0.99501	0.18098	0.47241
GAS8	4	-0.00089126	-0.0049622	0.31949	0.7478	0.99604	0.99766
CCDC42B	4	0.59018	1.6978	0.13217	0.52945	0.089537	0.47241
NFU1	4	-0.16951	-1.0049	0.1283	0.52232	0.31495	0.53415
SDCBP	4	-0.53167	-2.226	0.015174	0.16312	0.026016	0.34813
SF3B6	4	-0.054705	-0.27699	0.24121	0.6761	0.78179	0.85659
DNAJC11	4	-1.2798	-3.4695	0	0	0.00052149	0.025622
DRP2	4	0.14349	0.88278	0.63635	0.91372	0.37736	0.57356
MKLN1	4	0.058456	0.37372	0.43161	0.82655	0.70862	0.80508
CEACAM20	4	-0.26334	-1.269	0.075712	0.41085	0.20444	0.47976
IP6K1	4	-0.085003	-0.59427	0.205	0.63466	0.55233	0.69147
FOXK1	4	0.25266	0.37812	0.96123	0.99464	0.70534	0.8026
CHAMP1	4	-0.38991	-1.857	0.037045	0.28422	0.063318	0.47241
GAGE12I	4	-0.38208	-1.0762	0.038719	0.29054	0.28182	0.51393
C9orf66	4	0.47795	1.4535	0.3368	0.76259	0.1461	0.47241
SLC22A11	4	0.46025	0.99765	0.38212	0.79788	0.31845	0.5365
EGLN3	4	0.56815	1.4567	0.16126	0.57618	0.14519	0.47241
AMY1B	4	0.097158	0.21663	0.51753	0.87042	0.8285	0.89006
SPEF2	4	0.037174	0.24621	0.38819	0.8024	0.80552	0.87312
TOPORS	4	0.19074	1.2821	0.76758	0.95229	0.1998	0.47797
TMEM243	4	0.41997	1.008	0.49194	0.86003	0.31347	0.53322
WDR83	4	-0.51404	-2.0252	0.0169	0.17441	0.042842	0.47241
DZIP1	4	-0.15668	-0.93296	0.1385	0.54142	0.35084	0.55651
ZNF641	4	0.1412	0.56466	0.62966	0.91125	0.5723	0.70622
USP33	4	-0.24905	-1.2313	0.08131	0.42343	0.21823	0.48329
SEC24B	4	0.13467	0.70614	0.61239	0.90427	0.4801	0.6405
TTF1	4	-0.67387	-2.3536	0.0060695	0.088146	0.018595	0.27909
PKNOX1	4	-0.10229	-0.60865	0.18784	0.61631	0.54276	0.6852
CHFR	4	0.27251	1.284	0.9742	0.99562	0.19915	0.47797
NBL1	4	0.21756	1.0375	0.84633	0.96926	0.29951	0.52574
CLCN3	4	0.2567	1.0866	0.97436	0.99562	0.2772	0.51111
LSG1	4	-0.8543	-2.2787	0.0015174	0.032548	0.022682	0.31852
ZNF790	4	0.19144	0.96245	0.76978	0.95324	0.33583	0.54694
EPHX4	4	0.44149	1.8164	0.43109	0.82631	0.069307	0.47241
TMEM128	4	-0.3067	-1.3402	0.058916	0.36252	0.1802	0.47241
OR13G1	4	0.18273	0.61766	0.74571	0.94585	0.5368	0.68114
RBMS1	4	-0.17652	-0.82695	0.12212	0.50761	0.40826	0.593
EMC3	4	-0.83369	-3.1279	0.0016743	0.034557	0.0017605	0.055894
TNRC6C	4	0.012003	0.078974	0.34157	0.7671	0.93705	0.96099
PON2	4	-0.27667	-0.63802	0.070218	0.39575	0.52346	0.6718
HSD3B1	4	0.13592	0.47002	0.61673	0.90621	0.63834	0.75441
NCAPD3	4	-1.011	-3.407	0.00020929	0.0065147	0.0006569	0.029481
RIOK2	4	-0.41186	-1.3656	0.033382	0.26931	0.17206	0.47241
DSG3	4	0.016512	0.11012	0.34973	0.772	0.91232	0.94536
BRF2	4	-0.19185	-0.76277	0.11229	0.48962	0.4456	0.61695
ZNF775	4	0.27366	1.2054	0.97039	0.99501	0.22803	0.48585
COL11A1	4	0.16502	0.63228	0.69433	0.93001	0.52721	0.67465
ARMC2	4	-0.21868	-1.3571	0.096641	0.45695	0.17475	0.47241
ADAMTS12	4	-0.0029887	-0.019931	0.31635	0.74614	0.9841	0.99132
MAP3K12	3	0.19096	1.0176	0.77454	0.9546	0.30888	0.53106
GRAMD1B	4	0.36365	1.3007	0.67015	0.92307	0.19338	0.47617
WDR70	4	-1.6556	-4.2626	0	0	2.0205e-05	0.0034515
SLC24A5	4	-0.17652	-1.0626	0.12212	0.50761	0.28798	0.51773
INPP1	4	0.20132	1.0201	0.79678	0.95853	0.30769	0.53023
ADAMTS5	4	-0.057661	-0.43336	0.23744	0.67215	0.66475	0.77327
SOWAHC	4	0.40225	1.456	0.54908	0.88498	0.1454	0.47241
BLVRB	4	-0.13046	-0.71092	0.16063	0.57512	0.47713	0.63857
ADPRM	4	-0.34284	-1.7819	0.047823	0.32656	0.074765	0.47241
SRP54	4	-0.56298	-1.6384	0.012505	0.14424	0.10133	0.47241
PRR5L	4	0.31007	1.249	0.85009	0.96945	0.21168	0.48173
C15orf38-AP3S2	4	0.11953	0.65957	0.57404	0.89301	0.50953	0.66178
ACE2	4	0.062718	0.37518	0.44187	0.83309	0.70753	0.80447
TTLL7	4	0.18756	0.82089	0.75842	0.95043	0.41171	0.59514
SYT2	4	0.11334	0.97147	0.55808	0.88857	0.33131	0.54423
PLD5	4	-0.37129	-1.8698	0.041021	0.3005	0.061515	0.47241
EYA3	4	-0.08388	-0.60325	0.2061	0.63676	0.54634	0.6879
NDNF	4	0.22305	1.266	0.86255	0.97234	0.2055	0.47976
SERPINA6	4	0.29664	0.65559	0.89619	0.98044	0.51209	0.66407
WDR13	4	-0.18994	-1.1284	0.11323	0.48993	0.25915	0.50081
RIOK3	4	-0.11582	-0.6953	0.17465	0.59767	0.48687	0.6456
AHCY	4	-0.0061722	-0.027922	0.31216	0.74405	0.97772	0.98755
MEGF10	4	0.16016	0.96048	0.68015	0.9248	0.33681	0.54772
PAPOLG	4	0.09687	0.77063	0.5168	0.87032	0.44092	0.61354
NDUFA4	4	0.017863	0.051929	0.35224	0.77429	0.95859	0.97439
STAT3	4	0.26223	1.4687	0.99215	0.99889	0.14191	0.47241
TIMM23B	4	0.16411	0.95521	0.69208	0.92958	0.33947	0.54992
RLF	4	-0.033545	-0.25835	0.27046	0.70663	0.79614	0.8666
GTF2H5	4	0.27001	0.96594	0.98242	0.99734	0.33407	0.54594
MFSD2A	4	0.39296	1.4988	0.57692	0.89412	0.13393	0.47241
ANAPC4	4	-0.64141	-2.1352	0.0073776	0.1	0.032743	0.4108
FOXA1	4	0.39439	0.98861	0.57226	0.89151	0.32285	0.53852
MINOS1	4	-0.40779	-1.7124	0.033748	0.27055	0.086824	0.47241
ZNF107	4	0.0093699	0.049323	0.33675	0.76256	0.96066	0.97605
KRTAP21-1	4	0.14828	0.73706	0.64849	0.91644	0.46109	0.6273
TMF1	4	0.096731	0.53842	0.51643	0.87032	0.59028	0.71893
FXR1	4	0.021338	0.044724	0.35784	0.77831	0.96433	0.97815
COPB1	4	-0.79569	-2.6588	0.0022499	0.04249	0.0078429	0.15729
LAPTM4A	4	0.50043	1.5882	0.28537	0.72133	0.11223	0.47241
SLCO1B3	4	0.20633	1.2269	0.812	0.96226	0.21985	0.48329
TCP11	4	0.27518	0.41006	0.96667	0.99501	0.68176	0.7862
TRIM22	4	-0.44575	-1.8352	0.026266	0.23091	0.066481	0.47241
LAIR2	4	0.18109	0.86147	0.74131	0.94486	0.38898	0.58129
TULP4	4	0.068622	0.52303	0.45521	0.84069	0.60095	0.72634
ITIH3	4	0.35831	1.4311	0.68685	0.92731	0.15242	0.47241
DIO1	4	0.30895	1.7038	0.85407	0.9697	0.088422	0.47241
ENY2	4	-0.11742	-0.67125	0.17288	0.59457	0.50206	0.65651
GUCY1A2	4	0.35114	1.4987	0.71238	0.93807	0.13396	0.47241
INTS8	4	-1.3932	-4.4657	0	0	7.9806e-06	0.0018601
PLK1	4	-0.5896	-1.7277	0.010465	0.12739	0.084035	0.47241
HN1	4	0.45966	1.4169	0.384	0.79937	0.15652	0.47241
THAP5	4	0.11589	0.64977	0.56457	0.88909	0.51584	0.6669
SEPP1	4	-0.045335	-0.14691	0.25403	0.68992	0.8832	0.92664
NET1	4	0.33001	0.91559	0.78438	0.956	0.35988	0.56268
G2E3	4	-0.44594	-1.5558	0.026266	0.23091	0.11977	0.47241
VDAC3	4	-0.16762	-0.80928	0.12971	0.52465	0.41835	0.59959
ABCA6	4	0.31218	0.90756	0.84303	0.96828	0.36411	0.5648
ABCF2	4	0.31231	1.2505	0.84256	0.96826	0.21113	0.48164
MICALCL	4	-0.22142	-1.4265	0.094862	0.45314	0.15371	0.47241
AIMP1	4	0.12696	0.60021	0.59345	0.89873	0.54837	0.68912
NACA	4	-0.70461	-2.6175	0.0044998	0.069299	0.0088574	0.16928
CHMP1B	4	0.37663	1.3324	0.62798	0.91069	0.18272	0.47241
MYOZ3	4	0.13241	0.49728	0.60726	0.90276	0.61899	0.73902
TMEM56-RWDD3	4	0.16642	0.6607	0.69794	0.93119	0.50881	0.66165
VSIG10	4	0.44991	1.6275	0.40786	0.81198	0.10363	0.47241
PCMT1	4	0.3439	1.4096	0.73613	0.94334	0.15866	0.47241
FER1L5	4	0.55175	1.216	0.1869	0.61448	0.22398	0.48512
FAM110B	4	0.55821	1.5752	0.17654	0.60075	0.1152	0.47241
PPP1R37	4	0.070788	0.61527	0.45982	0.84301	0.53837	0.68244
ZNF37A	3	-0.044747	-0.22933	0.30834	0.74154	0.81861	0.88253
TMEM50A	4	0.36979	1.5283	0.65032	0.91667	0.12644	0.47241
FBXO11	4	-0.61726	-2.2856	0.008738	0.11276	0.022279	0.31564
KCNJ5	4	0.43455	0.83061	0.45103	0.83917	0.4062	0.59178
ISL2	4	0.62004	1.687	0.098629	0.46144	0.091603	0.47241
SNRPN	4	0.31211	1.5602	0.84334	0.96828	0.11872	0.47241
TMEM120A	4	-0.15935	-0.83574	0.1363	0.53656	0.4033	0.58987
TDRP	4	0.27108	1.1615	0.9786	0.99707	0.24542	0.49266
LRRC23	4	0.12596	0.72466	0.59109	0.89787	0.46866	0.63211
TSTD2	4	0.33046	0.86056	0.78291	0.95593	0.38948	0.58152
DEGS1	4	0.092824	0.40253	0.50733	0.86626	0.68729	0.78978
DEGS2	4	-0.12348	-0.43491	0.16686	0.58503	0.66363	0.77228
NFRKB	3	-0.14258	-0.87927	0.19773	0.62776	0.37926	0.57515
CYLC1	4	0.14238	0.73413	0.63285	0.91255	0.46287	0.62855
TRIM73	4	-0.27963	-1.0329	0.069119	0.39265	0.30166	0.527
LOC102724279	4	0.16061	0.67782	0.68172	0.92511	0.49789	0.6539
RNF213	4	0.066885	0.45374	0.45066	0.8389	0.65001	0.76299
MB21D2	4	0.061655	0.45338	0.43941	0.83172	0.65028	0.76315
PCSK2	4	0.35535	1.4204	0.69705	0.93083	0.1555	0.47241
SMCP	4	0.25501	1.532	0.96923	0.99501	0.12553	0.47241
MRC1	4	-0.044531	-0.39141	0.2556	0.69152	0.69549	0.7953
ZNF429	4	0.11673	0.56113	0.56676	0.88975	0.57471	0.70761
SHD	4	0.087329	0.60599	0.49519	0.86064	0.54452	0.68647
REG4	4	0.33539	1.4328	0.76721	0.95202	0.15192	0.47241
DFNB59	4	-0.74029	-2.8507	0.0036626	0.060764	0.004363	0.10454
SIRPB2	4	-0.44364	-2.411	0.026528	0.23225	0.01591	0.25214
NECAP1	4	0.38865	1.6851	0.58968	0.89715	0.091974	0.47241
POMT1	4	0.13974	0.9322	0.62589	0.9098	0.35123	0.55685
C12orf54	4	0.18485	1.0621	0.75068	0.94693	0.28818	0.51784
BZW2	4	-0.10634	-0.51315	0.18413	0.6103	0.60785	0.73151
CHCHD7	4	-0.19032	-1.1424	0.11302	0.48993	0.2533	0.49689
OR2L2	4	0.23313	0.88562	0.89494	0.97995	0.37582	0.57246
RAD21L1	4	-0.76142	-2.5279	0.0029824	0.052055	0.011476	0.2027
NUP37	4	-0.59304	-2.2644	0.010098	0.1242	0.02355	0.32806
FCHO2	4	0.20599	0.94645	0.81075	0.96226	0.34392	0.55204
RGN	4	0.10255	0.75264	0.53181	0.87704	0.45167	0.62099
IDH3A	4	0.0032931	0.016209	0.32629	0.75296	0.98707	0.9929
MRAP2	4	0.2511	1.0658	0.95573	0.9931	0.28653	0.51692
SGMS2	4	0.41215	1.8771	0.51622	0.87032	0.060502	0.47241
C1D	4	-0.10062	-0.44139	0.18957	0.61836	0.65893	0.76926
CUL1	4	-0.53552	-1.599	0.014598	0.15807	0.10983	0.47241
CHN1	4	0.0087317	0.062197	0.33544	0.76086	0.95041	0.96953
APOL6	4	0.2254	0.72961	0.8704	0.97361	0.46563	0.63042
BCL7B	4	0.40263	1.0677	0.54793	0.88498	0.28565	0.5165
PPFIA1	4	0.3606	1.4108	0.68036	0.92482	0.15831	0.47241
LPP	4	-0.074501	-0.55587	0.21756	0.65003	0.5783	0.70997
UNC93A	4	0.35123	1.1913	0.71207	0.93807	0.23353	0.48923
DTNB	4	-0.20184	-0.85243	0.10569	0.47541	0.39397	0.58432
GTF2IRD2	4	0.35574	1.4109	0.69558	0.93018	0.15829	0.47241
ADGRG6	4	0.13474	0.50896	0.61249	0.90429	0.61078	0.73334
GPALPP1	4	0.093832	0.58291	0.50973	0.86765	0.55995	0.69691
TRPV3	4	-0.091668	-0.5165	0.19851	0.62789	0.60551	0.7298
TMEM242	4	-0.29264	-1.4817	0.064671	0.38409	0.13843	0.47241
FCRL5	4	0.30866	1.3322	0.85512	0.96991	0.18278	0.47241
COQ7	4	0.11606	0.52207	0.56488	0.88936	0.60162	0.72667
MEGF8	4	0.23658	1.1545	0.90686	0.98321	0.24829	0.49462
ELF3	4	0.21619	1.015	0.84261	0.96826	0.31009	0.53134
NLRP7	4	-0.037225	-0.22609	0.2646	0.70003	0.82113	0.88419
TM4SF19	4	0.55347	1.337	0.18439	0.61085	0.18122	0.47241
SLC1A5	4	0.085184	0.53704	0.4909	0.85997	0.59124	0.71968
RNF32	4	-0.77157	-2.8777	0.0029301	0.051996	0.0040065	0.098295
OR2A12	4	0.43936	1.5928	0.43753	0.83039	0.11119	0.47241
SRL	4	0.27604	1.3543	0.96437	0.99501	0.17565	0.47241
C16orf52	4	0.38188	1.4785	0.61223	0.90425	0.13928	0.47241
FBLN1	4	-0.16485	-1.0201	0.13243	0.53026	0.30767	0.53023
MPZL3	4	0.33748	1.3847	0.76005	0.95093	0.16614	0.47241
TMOD4	4	0.60629	1.1468	0.11307	0.48993	0.25146	0.49609
NTMT1	4	0.075792	0.39604	0.46934	0.84711	0.69207	0.79307
DAND5	4	0.31364	1.1468	0.83895	0.96762	0.25147	0.49609
GOLGB1	4	-0.31563	-1.3298	0.055724	0.35251	0.1836	0.47241
LGALS1	4	0.039502	0.23505	0.39195	0.80496	0.81417	0.87952
SMCO1	4	-0.0080932	-0.04763	0.30907	0.7419	0.96201	0.97699
ADGRG2	4	0.38753	1.3744	0.59334	0.89873	0.16933	0.47241
ZSCAN4	4	-0.17222	-0.63105	0.12584	0.51698	0.52801	0.6755
ANXA4	4	0.29193	1.6661	0.91309	0.98493	0.095702	0.47241
CDH13	4	0.79983	0.85754	0.014389	0.15661	0.39115	0.58258
DOLPP1	4	-0.10139	-0.50586	0.18862	0.61683	0.61295	0.73456
ASPH	4	0.43351	1.1742	0.45369	0.83971	0.2403	0.49112
RABL2B	4	-0.14564	-1.032	0.1475	0.55621	0.30206	0.527
LDHAL6A	4	0.28593	1.0787	0.93318	0.98897	0.2807	0.51346
ZMAT5	4	-0.03491	-0.1218	0.26899	0.70491	0.90306	0.93913
UBOX5	4	-0.19655	-1.6386	0.10925	0.48234	0.10129	0.47241
YBX2	4	0.55308	1.4585	0.18481	0.61128	0.14471	0.47241
DNAJC25	4	-0.28918	-1.4629	0.066084	0.38766	0.1435	0.47241
HK1	4	-0.081976	-0.49131	0.20866	0.64033	0.62321	0.74221
PRNP	4	0.43509	1.6466	0.44898	0.83742	0.099633	0.47241
FIG4	4	0.16008	1.0079	0.67994	0.9248	0.3135	0.53322
SPACA3	4	0.29353	1.6378	0.90655	0.98321	0.10146	0.47241
HOXC8	4	0.26087	1.2544	0.98791	0.99857	0.20968	0.48154
EFNA1	4	0.67914	1.5805	0.053317	0.34507	0.11399	0.47241
HFE2	4	0.64534	1.1164	0.075816	0.41106	0.26425	0.50384
ADHFE1	4	0.64425	0.9987	0.076967	0.41367	0.31794	0.53633
DNAJB2	4	0.29054	0.91895	0.91785	0.98598	0.35812	0.56169
ADCY1	4	0.3069	1.5346	0.86103	0.97197	0.12489	0.47241
KIF16B	4	-0.15096	-0.74911	0.14279	0.54832	0.45379	0.62258
SREK1	4	-0.089563	-0.51517	0.20029	0.62966	0.60644	0.73053
LARP1	4	-0.27359	-1.0916	0.071212	0.39778	0.27501	0.50997
LRIG3	4	-0.11772	-0.64714	0.17272	0.59457	0.51754	0.66835
RASSF4	4	0.076469	0.54729	0.47086	0.84863	0.58418	0.71377
HYLS1	4	-0.32831	-1.9631	0.051957	0.34135	0.049636	0.47241
HACD4	4	0.28677	0.72451	0.93025	0.98844	0.46875	0.63218
TUBB2A	4	0.2127	1.0828	0.83115	0.96612	0.27891	0.51238
TUBB2B	4	-0.0037921	-0.030236	0.3154	0.74614	0.97588	0.9863
NLN	4	0.58223	1.3198	0.14216	0.54732	0.1869	0.47331
VPS26A	4	0.052658	0.55007	0.41906	0.81984	0.58227	0.7124
MRPS22	4	-0.91915	-3.0966	0.00073252	0.019022	0.0019578	0.059867
HMGB1	4	-0.43928	-1.7161	0.028098	0.242	0.086149	0.47241
ERVV-2	4	-0.17533	-1.0887	0.12306	0.51019	0.27629	0.51094
LOC388849	3	0.13422	0.61754	0.63321	0.91263	0.53688	0.68119
ZNF17	4	0.1302	0.97157	0.6013	0.90136	0.33126	0.54423
SHMT2	4	0.065675	0.17788	0.44841	0.83726	0.85882	0.91071
HENMT1	4	0.2948	1.4358	0.90142	0.98115	0.15105	0.47241
MYL6B	4	-0.10139	-0.77072	0.18862	0.61683	0.44087	0.61354
MYO9B	4	0.053631	0.20228	0.42136	0.8206	0.8397	0.89816
SLC28A1	4	0.40187	1.551	0.55023	0.88519	0.1209	0.47241
PIK3CA	4	0.22249	0.9847	0.86072	0.97194	0.32477	0.53961
PARL	4	0.38867	1.3979	0.58963	0.89715	0.16215	0.47241
KLC3	4	0.29853	1.25	0.88923	0.97824	0.2113	0.48164
GLB1L2	3	0.081272	0.34893	0.51831	0.87042	0.72714	0.81809
ABL2	4	-0.12962	-0.59985	0.16152	0.5769	0.54861	0.68919
NCK1	4	0.40654	1.6507	0.53448	0.87857	0.098797	0.47241
RORB	4	0.12976	0.72998	0.59999	0.90108	0.4654	0.63029
CBX6	4	0.34149	1.2628	0.74498	0.94574	0.20666	0.47989
TWF1	4	-0.035111	-0.19804	0.26857	0.70491	0.84301	0.90029
ZNF215	4	0.11311	0.55689	0.55761	0.88838	0.5776	0.70953
TPD52L2	4	-0.1593	-0.78054	0.13635	0.53666	0.43507	0.61043
L3MBTL2	4	0.06568	0.30456	0.44841	0.83726	0.7607	0.84155
C10orf54	4	0.26457	1.4262	0.99942	0.99974	0.15381	0.47241
TRH	4	0.51719	1.5832	0.25115	0.68635	0.11338	0.47241
CES4A	4	0.036734	0.27969	0.38745	0.80201	0.77972	0.85486
UBAP1	4	-0.52181	-2.5788	0.016063	0.16877	0.0099152	0.18256
NTRK2	4	0.38466	1.4883	0.60266	0.90184	0.13667	0.47241
YAF2	4	0.65175	1.753	0.070165	0.39558	0.079607	0.47241
WISP2	4	0.43379	0.8723	0.4528	0.83952	0.38305	0.57721
TMEM134	4	0.50622	1.4793	0.27307	0.70922	0.13905	0.47241
KRT72	4	0.51136	1.6052	0.26251	0.69801	0.10846	0.47241
PCED1B	4	0.43271	1.4439	0.4561	0.84126	0.14878	0.47241
